text,anotador1,anotador2,anotador3,coluna_combinada,final_label
mention Eu como nordestino me senti atacado com o YouTube pondo essa merda a cada dois segundos na minha tela,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu como nordestino não tô nem aí pra que ele falou, não me atingiu em nada, não sou um humano mimizento fragilizado de merda igual a maioria por aqui",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Eu como nordestino te digo que você tá falando merda,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Eu como nordestino: Aí fala merda ein,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu concordaria, se paulista não aprendesse na infância que carioca é tudo vagabundo e o Rio de Janeiro é um lixo.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu eu surtando de healer sozinho, sulista de merda.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu falar que isso ficou uma merda é crime ? Deve ser né, não pode falar nada contra nordestino que é preconceito 🤦🏻",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu falei em transposição em que momento??? Falei sobre a cegueira política do povo historicamente massacrado(massa de manobra). Pra falar do Nordeste tem que ser Nordestino, filho da terra e morar nela. Agora se você é de fora, CONTINUA FALANDO MERDA DO MESMO JEITO.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Eu faria muito mais que isso . Ia nas câmeras da emissora carioca lixo que só posicionou pra torcida deles e dava um soco,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu fico impressionado é que, o carioca é metido a esperto. Mas, é um paspalhão. Só elege merda. Cinco governadores afastados por corrupção. Quando é que vocês aprenderão a votar? E ainda votam neste Romário, preguiçoso e vendido.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu já vi essa novela. -Jogador demora para ser contratado. -Vasco consegue contratar. -Joga muito e faz gol em um clássico no carioca. -Faz merda o resto da temporada inteira. Morato feelings,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Eu larguei FLAMENGO basquete vê o franca se gaga todo. Gui deotado pipoqueiro, jau uma merda, het Zé molenga, gustavinho ñ treina, Olivinha tem q se aposentar, mineiro cagão então ñ ganha",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Eu moro no Alto Paranaíba e confesso,os coitadinhos Nordestinos vem tudo para a safra de café, porque falta emprego no Nordeste,Prefeito da minha cidade, da até abrigo e até comida para eles. PT lixo.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu moro no extremo leste de SP aqui tem gente de tod lugar do Brasil. Aqui tem bandido nordestino sabe pq? São Paulo é o estado que tem mais nordestino então para de falar merda kkkkkkkkk Tem irmão aqui que tem mais dinheiro que a facção Okaida kkkkkkkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu nem gosto do bolsonaro mas... negligencia da direita???? A esmagadora maioria dos prefeitos e governadores dos estados nordestinos é e sempre foi de esquerda. Tu nao deve ser nem nordestino pra ter dito uma merda dessas,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu nem mineiro sou. Mas por favor, antes de pagar de entendedor, explane, ao invés deste tweet raso dizendo que não entendo e você entende, sem sequer de fato argumentar. Isso é uma merda.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Eu nordestino e Bolsonarista, serei varrido como um lixo? Parabéns comentarista defensor da tolerância",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Eu não dou mais emprego pra nordestino , peguei currículo dos nordeste aqui em sp vai pro lixo",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu não sei se ele fala do Sul ou do sudeste, porque é no Sudeste que nordestinos sempre foram tratados como lixo. Mas esse aí é um hipocrita",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Eu não sou do sul e sou separatista, sulista a maioria é merda mesmo, que separem e sejam merdas em seu próprio país",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu não voto em ladrão , so nordestino que que faz está merda , nordeste a Cuba brasileira .",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu odeio o campeonato mineiro. Todo ano a gente já sabe que a torcida vai encher o saco antes da hora, que os gramados são uma bosta, que juiz vai ser uma bosta, que a federação vai fazer pouco caso do Cruzeiro. Mesmo assim a gente dá audiência pra essa merda",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Eu odeio todos os sulistas de agora em diante. Morra.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu ouvi no rádio. Até tentei ficar no áudio da TV pelos raros momentos de Elton…. Mas não deu. Essa galera narrando jogo de time nordestino eh um lixo,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu pensava isso tambem, acordei,pq a única coisa que esse cara fez, foi fazer a gente descobrir que vivia no meio de um monte de fdp, e vi ontem uma senhora falando que desejava que nordestinos morressem de uma peste ou desastre natural. A gente não deseja mal, mas isso é nazismo",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Eu peço perdão por esse tipo de gente :c sudestinos e sulistas são mt fdp.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu podia até ficar do lado do Madureira, mas que se foda, cobrou 400 conto num ingresso de carioca, tem mais é que se fuder e ser desrespeitado msm. Tomara que na partida contra o Fluminense os narradores façam o msm, time lixo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu qria fazer isso, mas daí vi um post de nordestino falando merda daí desisti de teittar",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu que não vejo o perfil desse lixo.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Eu queria fazer um pedido a todos os nordestinos entrar com um processo com pedido de indenização em cima desse dejeto de pessoa se é que pode chamar de pessoa no lixo desse,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu queria ver se fosse ao contrário, direitos são iguais independente do momento de cada clube. Ou paga um valor igual pra todos, ou então não transmite os jogos e perde audiência, é simples. Não temos q aceitar essa miséria de dinheiro da FERJ msm não, campeonato carioca é lixo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu quero 72 hrs pra vc explica está fala o de o Zé carioca diz que não aceita a vitória do Bolsonaro e que vai destruir o Governo dele. Este tipo de fala e agir da esquerda imunda pode, ou vc usa o seu método Jacobino emocionado de lixo de 5° categoria seletivo:",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Eu quero mais é que nordestino passe fome e morra de sede,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu quero mais é que o nordestino só fez merda nos últimos anos, se ferre, não estou nem aí se vai continuar com água, ou se vão ter internet, comida, disseram que, mesmo o presidente Bolsonaro levado água e muitas outras melhorias para o nordeste, ia votar no bandido,se explodam",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu quero que o hungria e voce se foda loko, leva o delatorvi junto, e todos esses racistas da sua cidade de merda, como vai saber oq é RAP se vc mora no sul? Kkkkk aí nem tem isso, todo rap que vc conhece é de SP pra cima, xenofobia com sulista kkkk que piada",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu quero é mais que o nordestino morra na seca bando de retardado nordestino é um bando de filhas da putas,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu sei que o nordeste sofre esse tipo de coisa diariamente, eu morei lá a vida inteira e sei o que sulistas falam, mas o fato é que em época de eleição ambos os lados tavam falando merda,o kami legit só falou merda, n acho q seja xenofóbico",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu sei quem eh quem, eh que eu acho mt bala os dois mais pika terem como nome o estado kkkkkkk Soa como um duelo regionalizado, quem eh melhor, o Juninho ou o Marcelinho, o pernambucano ou o carioca kkkkkkk",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Eu sendo sulista fiquei com medo dele só fazer merda lá, e da família reagir mal, me surpreenderam",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Eu so um lixo will, to de baixo de um nordestino como assim nunca me senti tão inferior",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Eu sou Mineiro, Moro em BH, sou empresário Se esse filho de uma porca arrumar treta contra o governo federal eu vou pra porta da casa dele acampar pra pedir a cabeça dele! Sem noção de merda da porra de Ouro Branco, não sabe que governar é defender os interesses de quem o elegeu",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Eu sou carioca, morei no Rio por mais de 30 anos. Depois de alguns anos morando fora, quando voltei com minha família que nunca tinham ido ao Brasil eles ficaram aterrorizados e eu também. O Rio tá uma merda, cara ! Eu sou carioca e posso falar da nossa terra 😆",toxic,not_toxic,not_toxic,"toxic, not_toxic, not_toxic",not_toxic
"mention Eu sou de Minas, mas já me naturalizei Nordestino. Sou a favor! Assim poderemos negar todos os vistos desse povo b4baca! Menos lixo nas praias.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Eu sou insentão, xinguei os sulistas em 2018, xinguei os nordestinos agr. E em 2026 se colocarem mais um merda na presidência eu vou xingar dnv. É frescura dms.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu sou inteligente, tanto que sou alguém na vida , diferente de vc que Zé ruela lixo Zé ninguém 😂😂😂 nem argumento tem , tenho pena de gente igual vc um coitado fudido na vida , não é atoa que vota no lula , é jumento nordestino burro 😂😂😂",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu sou mineiro e acho ela um lixo!!!,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Eu sou mineiro e não votei nesse merda,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Eu sou mineiro e votei nele. Uma decepção. Foram 11 votos da minha família jogados no lixo,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Eu sou mineiro votei neste lixo 🤔😳🙈🙈,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu sou nordestino e acho o nordeste uma merda.,not_toxic,toxic,not_toxic,"not_toxic, toxic, not_toxic",not_toxic
"mention Eu sou nordestino e acho que posso xingar NORDESTE LIXO Alias, ouvi barulho de 2 sirenes da policia Os fogos dos petistas me lembou quando menor que traficantes matavam um inimigo, me deu nostalgia, nunca mais tinha lembrado disso Sendo bom ou ruim que o Brasil colha oq plantou",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Eu sou nordestino e agradeço por não ter esses lixo aqui,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Eu sou nordestino e endosso LIXO DE REGIAO, AINDA BEM QUe SAI DESSE BURACO",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu sou nordestino e não gosto dela, sou xenofóbico agr? Ah vá cagar. Tanta gente xingando a minha terra e essa pessoa fala essa merda.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Eu sou nordestino e só tô vindo o lixo que esse do Kami é kkkkkkkkk só quem ja levou ameaça de exposed por ex maluco sabe oq é isso,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu sou nordestino seu imbecil, e desde quando nordeste é nordeste, nordestino sofre com filha da puta vir falando merda com seus argumentos de faz de conta.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu sou nordestino também e sinceramente eu sinto vergonha da minha região, praticamente tudo que ele falou é verdade cara somos uma das piores regiões do Brasil e sempre fazemos a mesma merda de votar no PT, o ciclo que sempre se repete, insistir no erro é oq ?",not_toxic,toxic,not_toxic,"not_toxic, toxic, not_toxic",not_toxic
mention Eu sou nordestino único partido que fez povo sofrer foi o lixo do PT nordestino agora tá livre da quadrilha do PT,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu sou nordestino, e simplismente tenho nojo de cer comentários como o seu, xenofobia é crime seu babaca de merda, não importa se vc fala na sua casa ou no meio da rua, crime é crime.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Eu sou preto e sulista o que eu faço com essa merda que tu falo agora?,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Eu sou sua Fã Sr Barbosa. Exemplo de integridade e inteligência. O senhor é um exemplo a ser seguido. Vamos comocar o lixo no lixo, porque Graças a INTELIGÊNCIA DO POVO BRASILEIRO e aos meus queridos NORDESTINOS, Bolsonaro voltou para o nada de onde nunca devia ter saído.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Eu sou sulista tbm, canoas e tô só por me incomodar hoje com algum pau no cu apoiador desses lixo",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu também penso assim, mas sabemos que no mundo real a coisa é diferente. Vai ter torcedor comprando manchete da mídia falando merda e se jogar mal o Carioca até o mundial já teremos críticas mais pesadas.",toxic,not_toxic,not_toxic,"toxic, not_toxic, not_toxic",not_toxic
mention Eu tava quase comemorando q não tinha um fdp mineiro e vejo um! Um merda desse mata a gente de vergonha!,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Eu tava torcendo pra tirar o carioca do time ou no minimo colocar alguém pra dar call no lugar dele. Não fizeram isso e a merda continua. Ele faz o pessoal comprar uma luta NADA A VER (com bonecos sem pressão ou late game) e enfia a partida no cu. Isso sem falar na GAMEPLAY dele.,toxic,not_toxic,not_toxic,"toxic, not_toxic, not_toxic",not_toxic
"mention Eu tenho 1 milhão de crítica ao seu respeito , mas não posso ser omisso e cretino em dizer que o CARIOCA é uma tralha e muita das vzs merece o PAÍS lixo que tem. Não confio em vc Eduardo Paes e não votei em vc e nunca votaria. Vc é um Crivella 2.0",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu tenho nojo de dizer que um traste igual a Você, É Mineiro ! Puta que pariu , Minas Gerais está no fundo do poço , Elegendo um Lixo assim!",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu tenho sorte de que a minha bolha de amigos sulistas e sudestinos todos terem votado contra o lixo, mas é uma minoria :|",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu tive essa criação merda de mineiro e foi libertador aprender a ser direto. Quero, não quero, bem mais fácil.",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Eu tô sentindo que muitos jogadores estão com medo de se machucar, essa merda de carioca era pra não valer porra nenhuma.",toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
mention Eu vi as merda q ele falou me senti um sulista quando eu falo que sulista devia apanhar pra ser gente,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu vi um monte de gente falando no tt, noedeste salvou o Brasil esses sulistas n prestam, são burros e os comentários eram kkkkkkkk é engraçado quando é o oposto. Eu nem sou sulista,as n aceito bgl desigual, se um fala merda o outro tem direito de falar tbm",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Eu vou votar no Lula porque bolsonaro é um escroto, incapaz de se sensibilizar pela morte de 700 mil pessoas, imagine do sofrimento do pau de arara nordestino. Um cara que preferiu cloroquina a vacina, que não é coveiro, que chama de mimimi o luto, etc. Lixo humano",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Eu, como nordestino, tenho vergonha de ser brasileiro. Que justiça lixo...🤢🤮",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Ex presidiário cadê o Palocci ? Estão de mal ? Ladrão, corrupto , safado , mentiroso só saiu da cadeia pq tinha muita gente na mão , lixo de presidente... Gosta tanto de nordestinos que usou a transposição do rio são Francisco como cabo eleitoral por anos .",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Exatamente! Campeonato Carioca é um LIXO!!! Nem premiação os caras tem pra dar kkkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Exatamente, com o merda do Yago foi a mesma merda. Torcida de merda do krl, o maluco pede pra bater a merda do pênalti, perde e os imbecis acham q n tem q vaiar, agora temos q ficar sendo zuados por um time minúsculo por uma derrota na merda da fase de grupos do carioca",toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
"mention Exatamente, falam tão mal de nordestino que não sabe votar e tão lá com merda escorrendo pelo mar 😂😂😂",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Exato! SP vai quebrar virar RJ e eu quero ver os otários alienados caipiras do interior que votaram nesse carioca, viverem a miséria do RJ reclamando. A capital e toda a região metropolitana daqui de SP é bem esquerda, 55% na capital o Haddad teve. Direita lixo!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Exato! Time já tava uma merda desde o campeonato mineiro. Se a diretoria não tivesse abandonado o clube e tomado duas decisões idiotas (demorar pra demitir o turco e trazer cuca como salvador) a gente talvez poderia ter salvado o ano. Agora já era. É pensar no próximo mesmo.,not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Exato. As pessoas não sabem pesar as épocas. Na década de 80 os times poupavam na libertadores para jogar o carioca. Hoje o carioca é um lixo, mas a gente tem q pensar no que as pessoas pensavam na época, e não a análise de hoje da competição",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Exato. Meu pai é mineiro e torcedor do Vasco. Ele teve q se virar pra ver o time de coraçao jogar. É o q acontece em qualquer esporte e em qualquer lugar do mundo. Me impressiona essa tolerancia com os estaduais. Lixo.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Existe sim e esse lixo nordestino tem que voltar pra suas terras Fora lixos,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Experimenta ter sotaque nordestino com adolescente sulista, vai ser a mesma merda",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Explica o.que? O nordeste tem essas condicoes des da epoca colonial , n tem.nd a ver , eles so querem tirar esse lixo do poder, melhor que sulista play boy que e rico herancao do colonialismo? Vai se fuder vai",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention FAZ O L NORDESTINOS FDP,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention FDP nordestinos,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention FDP somos nós, os sulistas.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention FDP. Gente preconceituosa como vc deveria ser julgada e condenada. Ignorante é vc. Vá estudar. Saiba que os estudantes nordestinos ganham Olimpíadas de Matemática, Português e História. Vou lhe denunciar.",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention FDP. Respeita os Nordestinos. Jogadores que jogaram e joga no time que são Nordestino. Desrespeito a todos os Torcedores Flamenguista espalhado no Brasil e no Mundo. Demissão urgente. Demissão URGENTE!!! Demissão URGENTE!!!,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention FDS,se você é nordestino igual a eu e achar que o governo do Lula foi uma merda, acho que vc é idiota no mínimo, pelo menos por nordeste foi bom,por resto aí já não é problema meu",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention FECHEM AS PORTAS!!!!,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention FEZ PORRA NENHUMA !! TU METEU FOI A GRANA NO BOLSO... E DEIXOU OS NORDESTINOS COM SEDE !! FDP !!,toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
"mention Fake news da merda de kwai. Pega qualquer otario com sotaque nordestino e fala isso. Se gravar um imitador de Lula ou Bolsonaro logo é verdade também, ou também um deep fake. Haja paciência",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Fake né bonita! O Doutor é mineiro mas esperto que só, vc acha que ele como bom entendedor da lei vai postar uma merda dessa? Acorda !",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Fala aí seu lixo de esquerda, pensou que o carioca ia votar em você? Se fodeo 😂😂😂😂😂",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Fala isso para o que seu presidente lixo fez com o povo nordestino: tirou a água de quem não tem acesso a água potável. Ele não se importa quem vai morrer de sede,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Fala mais!! Mostra o teu autoritarismo!! Mandou teus peões interromper a transposição do São Francisco, né, lixo?! Anos desviando dinheiro público, matando o nordestino de fome e sede, e, agora, isso. Pfffff🤮🤮🤮🤮",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Fala merda não. Ladrão roubou a água dos nordestino que bolsonaro deu. Vou parar pq só isso já revolta.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Fala meu amigo me ajuda a denúncia esse lixo aqui por favor. pode até me xingar e discordar da minha opinião,mas nunca cometer essa xenofobia com o nordestino,que inclusive tem milhões de torcedores do time que infelizmente ele torce, pq sei que não pensa assim a torcida do fla",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Fala sério?karl max? o homem q era tudo isso e mais um monte de merda, q ta dando conta no inferno das maldades q deixou na terra! entao jair é o homof q é cercado de gays,xenofobico casado c filha de nordestino,racista q é cercado por negros..ata,qtos negros tem na TRANSIÇÃO?",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Falando a real, carioca vale bosta nenhuma, campeonato lixo Seria mais rentável para o Flamengo fazer amistosos na china etc",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Falando que já jogou com nordestino e pronto,mas quanto as coisas que o Gus expôs sobre ele que ele foi um merda com ele quando ele mas precisava???isso ele não disse nada né",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Falando serio irmão! Você menosprezou um time nordestino o rebaixando como si fosse um lixo e nos chama de iludidos por causa de SAF? Vocês si iludiram tanto e estão vendo que a SAF do Vasco não é lá essas coisas e vem fala da nossa.,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Falar em lixo , apareceu um grande lixo além dos filhos do bolsanaro, um montão de lixo mineiro chamado Nikolas. Encostando na sombra de uma árvore sem sombra que não dá frutos mesmo em terra fértil",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Falar isso aí é a mesma coisa que falar que o Flamengo odeia nordestino por causa da primeira dama. Acha bom ou ruim, mas essa justificativa é merda, não dá pra chamar um país de racista morando no Brasil.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Falar nordestino de merda já é demais amigo, parou aí",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Falaram isso do lula também kkk vc acha que o nordestino não vai mais eleger merda?,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Falo muita merda mano, eu como nordestino admirava o cara, achei q fosse um cara gente boa e do nada vejo isso morreu 100% pra mim",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Falou cabeça chata nordestino de merda kkkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Falou merda Ela fala igual patricinha barrense que se acha carioca favelado Favelado tem muito mais educação que essa coisa aí Bandido não fala igual playba da barra,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Falou merda assume,agora que PT e uma OCRIM que Lula é Ladrão e que os Nordestino foram burros eu repito",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Falou merda e n foi pouca!! O brasil está a anos luz da europa, Infelizmente. O jogador brasileiro vai pra lá cru se adequa(as vezes) e se torna um cara de alto nível, qnd isso n acontece volta pra jogar no aflérico mineiro.",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Falou mt e falou mt merda kakakakaka graças ao PT mt nordestino teve acesso à educação e ascendeu socialmente. Existe pobreza sim, como em qualquer lugar do país, mas não graças ao gov Lula. Infelizmente ele não deve ter investido na educação ai do Sul e vcs tds são mt burros.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Falou o dono do estado. Também moro em São Paulo e vai tomar no seu cu, seu lixo, xenofóbico do caralho. Nordestinos sempre foram e sempre serão bem vindos aqui e em qualquer lugar! Chora na caminha!",toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
mention Falou o nordestino que vive na merda,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Falou o nordestino selvagem que mora em Recife, aí existe favela não lixo humano?",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Falou pra caralho, escreveu um monte, quase gastou todos os espaços do Twitter e escreveu uma grande merda. Aposto que é um nordestino que ficou com raiva dos sulistas xingando a gente e ainda tem a cara de pau de torcer pra Flamengo.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Falou tudo, falou MTo e só falou merda esquerdalha m",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Falso pra karai, mentiroso, idiota , caloteiro, esquizofrênico , paga de famoso, carioca falsificado,n é humilde, cadeirante, interesseiro, stripper, escroto, tenta ex bonita com atual lixo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Faz 20 anos que os sanguessuga dos nordestino ficam sugando dinheiro daqui, imagina paga 57bi e receber so 13bi, se separassem os cabeça chata ia te que paga um boquete pra come um sanduba por dia de tao na merda que iam ficar, aqui ia ser 1 mundo",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Faz o L nordestino… o PT tem 16 anos de poder na Bahia, era pra ser um estado de primeiro mundo, isso é a prova que Bolsonaro ganhou, foi uma fraude… a Bahia está um lixo.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Faz o L! Que morra todos de sede e nao sobre um, na próxima eleição nao vai ter nordestino nenhum vivo pra eleger ladrão 🤙🏻",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Faz o seguinte amigão, joga o carioca sozinho e depois a gente vê se o seu clube acho vantajoso. Para de encher o saco se você não tem o que discutir. A sua opinião é um lixo, você é o clubista mor que acha seu clube acima de tudo e de todos. Jogue sozinho e pare de encher o saco",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Façam o T de Tarcísio carioca que não conhece São Paulo e está levando pro gv todo lixo bolsonarista,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Federação Lixo. Deveria acabar o campeonato carioca e a FERJ,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Federação lixo, Botafogo ia fazer amistosos fora do país vcs ficaram revoltados, falaram em multa e tudo mais, o Vasco viaja não falaram nada e agora adiam o clássico, vcs são uma piada! Pior federação disparado e afundando cada vez mais o carioca e tem a taxa mais alta de tds",not_toxic,toxic,not_toxic,"not_toxic, toxic, not_toxic",not_toxic
mention Fica fazendo o carioca de otário. Toda semana falta água nesse inferno de lugar e a conta de água sempre vem caríssima. Lixo de empresa,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Fica tranquila ninguém merece esse lixo ele está aí porque fraudou as eleições e dinda culpou os nordestino,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Fico. Imaginando pessoas como você (deve não ter estudo nenhum. Postar tanta. Merda. Primeiramente estude e poste verdades não essas porcarias. O. Janones em si e5 a vergonha de Minas digo isso sou mineiro ele é o Maria vai com as outras. Ondmeoaga mais ele vai. Boa semana.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Filho de foragido só fala merda...,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
